frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_11,ID_12,ID_13,ID_14,ID_15,ID_16,ID_17,ID_18,ID_19,ID_20,ID_21,ID_22,ID_23,ID_24,ID_25,ID_26,ID_27,ID_28,ID_29,ID_30,ID_31,ID_32,ID_33,ID_34,ID_35,ID_36,ID_37,ID_38,ID_39,ID_40,ID_42,ID_43
175,(1646!298),(168!459),(382!483),(1608!790),(1102!1235),(1096!413),(379!829),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,(1646!297),(169!460),(382!483),(1608!790),,(1096!412),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,(1647!297),(169!459),(383!482),(1608!786),(1106!1233),(1095!412),(380!829),,,,(288!104),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,(1646!297),(168!459),(384!481),(1608!786),(1109!1233),(1095!412),(380!828),,,,(288!104),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,(1646!297),(169!459),(384!481),(1608!786),(1111!1232),(1096!412),,,,(1042!91),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,(1646!297),(168!459),(383!483),(1608!786),,(1096!412),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,(1646!297),(168!459),(384!481),(1608!785),,(1095!412),(380!829),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,(1646!297),(169!460),(384!481),(1609!785),(1119!1230),(1096!411),,(256!1156),,,,,(558!860),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,(1646!297),(168!459),(384!481),(1609!787),(1123!1230),(1096!412),(380!829),(256!1156),,,(288!103),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,(1646!297),(168!459),(383!481),(1609!785),,(1096!413),(380!829),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,(1646!297),(169!459),(383!482),(1609!785),,(1095!411),(380!830),(256!1156),,,(288!104),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,(1646!297),(168!459),(383!482),(1608!785),(1130!1222),(1097!412),(380!830),,,(1055!90),,(1049!188),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,(1647!297),(169!459),(384!481),(1609!786),(1131!1223),(1097!412),(380!830),,,,,(1049!188),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,(1646!297),(169!459),(384!481),(1609!786),(1134!1221),(1097!412),(380!829),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,(1646!297),(169!459),(384!481),,(1135!1221),(1098!412),(380!829),,,,,(1049!188),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,(1647!297),(169!459),(384!481),,(1137!1220),(1099!412),(380!829),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,(1646!297),(169!459),(384!482),(1609!786),(1139!1219),(1099!412),(380!829),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,(1646!297),(168!459),(383!483),(1609!786),,(1099!412),(380!829),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,(1647!297),,(384!482),(1609!785),(1144!1215),(1098!411),(380!828),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,(1646!297),(168!458),(384!481),(1609!785),(1146!1214),(1098!411),,,,,(288!104),,,(1343!466),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,(1647!297),,(383!482),(1609!785),(1148!1213),(1097!411),(380!829),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,(1646!297),(169!459),(384!480),(1609!785),(1150!1211),(1096!411),(380!829),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,(1646!297),(168!458),(384!480),,(1153!1209),(1095!410),(380!829),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,(1646!297),(168!459),(384!481),(1609!785),(1155!1207),(1095!409),(380!829),,,,,,,(1345!470),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,(1646!297),(168!459),(384!482),(1608!790),(1159!1207),(1094!409),(380!830),,,,,,,(1346!470),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,(1646!298),(169!459),(384!481),(1609!786),(1161!1207),(1094!408),(380!830),,,,,,,(1346!472),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,(1646!298),(169!459),(384!480),(1609!786),(1163!1205),(1093!408),(380!830),,,,,,,(1347!473),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,(1646!298),(170!460),(384!480),(1609!786),(1165!1204),(1093!408),(380!830),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,(1646!298),(169!458),(384!481),(1609!786),(1168!1203),(1093!409),(380!830),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,(1646!298),(170!459),(384!481),(1609!786),(1170!1202),(1092!407),(380!830),,,,,,,(1348!475),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,(1647!298),(169!458),(384!481),(1608!786),(1173!1201),(1095!408),(380!830),,,,,,,(1349!476),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,(1647!298),(168!457),(383!482),(1608!785),(1176!1199),(1091!406),(380!830),,,,,(1049!188),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,(1646!298),(168!457),(382!481),(1608!785),(1178!1197),(1090!405),(380!829),,,,,,,(1351!477),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,(1646!297),(166!458),(384!480),(1609!785),(1179!1196),(1090!405),(380!829),,,,,,,(1352!478),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,(1646!298),(168!457),(384!480),(1609!785),(1181!1195),(1089!404),(380!829),,,(1109!85),,(1049!188),,(1352!478),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,(1646!298),(168!458),(383!480),(1609!785),(1184!1195),(1089!404),(380!829),,,,,(1049!187),,(1353!479),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,(1646!298),(168!457),(383!480),(1609!786),,(1088!404),(380!829),,,,,(1049!188),,(1355!480),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,(1646!298),,(384!480),(1609!786),(1189!1193),(1087!404),(380!830),,,,,,,(1357!482),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,(1646!298),,(384!481),,(1191!1192),(1087!403),(380!830),,,(1119!86),(288!104),,,(1359!483),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,(1646!298),(168!459),(384!480),(1608!786),(1193!1191),(1086!402),(380!830),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,(1646!298),(169!459),(384!480),(1608!786),,(1086!402),(380!830),,,(1123!87),(288!104),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,(1646!298),(166!458),(383!481),(1608!786),(1200!1189),(1086!402),(380!830),,,,(288!104),,(558!860),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,(1646!297),(167!458),(383!480),(1609!786),(1203!1187),(1085!401),(380!830),,,,,(1049!188),,(1363!489),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,(1646!297),(169!457),(383!480),(1609!786),,(1085!400),,,,,,,,(1364!489),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,(1646!297),(169!457),(382!481),(1608!786),,(1085!400),,,,,,,,(1365!491),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,(1646!297),,(383!479),(1609!785),,(1085!399),(380!829),,,,,,,(1365!492),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,(1646!297),,(383!479),(1608!785),,(1085!399),(380!829),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,(1646!297),(169!459),(383!479),(1609!785),(1217!1181),(1085!399),(380!829),(256!1156),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,(1646!297),(174!461),(383!479),(1608!785),(1218!1181),(1085!399),(380!829),,,,,,,(1370!496),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,(1646!298),(167!458),,(1608!786),(1221!1181),(1085!399),(380!829),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,(1646!298),(166!457),(384!480),(1608!786),(1224!1180),(1085!399),(380!830),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,(1646!298),(168!459),(382!481),(1608!786),(1227!1180),(1085!399),(380!830),,,,(288!104),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,(1646!298),(168!459),,(1609!786),(1230!1180),(1085!399),(380!830),,,,(288!104),(1049!188),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,(1645!298),(167!458),(384!480),(1609!786),(1232!1179),(1085!399),(380!830),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,,(167!457),(382!481),(1609!786),(1234!1179),(1085!399),(380!830),,,(1149!87),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,(1646!298),(167!457),(383!480),(1609!786),(1237!1178),(1085!399),(380!830),,,,,(1049!188),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,(1646!298),(167!458),(382!481),(1609!786),(1240!1177),(1085!399),(380!830),,,(1152!87),,,,(1386!504),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,(1646!298),(168!457),(382!481),(1609!786),,(1085!399),(380!830),,,,(288!104),,,(1387!505),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,(1646!298),(168!457),(383!480),(1609!786),(1243!1177),(1085!399),(380!830),,,,,(1049!188),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,(1646!297),(169!458),(382!481),(1609!785),(1245!1176),(1085!399),(380!829),,,,,,,(1389!507),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,(1646!298),(168!457),(382!481),(1609!785),(1247!1177),(1085!399),(380!829),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,(1646!298),(166!457),(383!479),(1608!786),(1250!1176),(1085!399),(380!829),,,,(288!104),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,(1646!298),(169!459),(383!479),(1608!785),(1253!1177),(1085!399),(380!829),,,,,,(557!860),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,(1646!298),(167!457),(383!479),(1608!785),(1256!1177),(1085!399),(380!829),,,,,(1049!188),(557!860),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,(1646!298),,(383!480),,,(1085!399),(380!829),,,,(288!104),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,(1646!298),(167!457),(383!480),(1609!786),(1264!1175),(1085!399),(380!830),,,(1172!88),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,(1646!298),(166!457),(383!480),(1609!786),(1268!1175),(1085!399),(380!829),,,(1173!88),,,(557!860),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,(1646!298),(166!457),(383!480),(1609!786),(1270!1175),(1085!399),(380!829),,,(1177!88),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,(1646!298),(171!460),(383!480),(1609!786),(1271!1176),(1085!399),(380!829),,,(1180!89),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,(1646!298),(167!457),(384!480),(1609!786),,(1085!399),,,,(1181!90),,(1049!188),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,(1646!298),(168!458),(383!481),(1609!786),(1274!1176),(1086!400),(380!828),,,(1184!91),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,(1646!298),(169!458),(383!481),(1609!786),(1276!1177),,(380!828),,,(1183!92),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,(1646!298),(168!456),(384!481),(1609!786),,(1085!399),(380!828),(256!1156),,(1186!93),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,(1646!298),(168!456),(383!481),(1608!785),(1278!1177),(1085!399),(380!828),,,(1185!94),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,(1646!299),(168!458),(384!481),(1608!785),(1279!1178),(1085!399),(380!828),,,,,(1049!188),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,(1646!299),(168!456),,(1608!785),(1280!1178),(1085!399),(380!828),,,(1187!96),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,(1646!299),(168!457),(382!481),(1608!786),(1282!1178),(1085!399),(380!829),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,(1646!299),,(383!480),(1608!786),(1283!1178),(1085!399),(380!829),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,(1646!299),(169!459),(384!480),(1608!786),(1284!1178),(1085!399),(380!829),(256!1156),,(1190!101),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,(1645!299),(166!458),(383!481),(1608!786),,(1085!399),,,,(1191!102),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,(1645!299),(168!458),(383!480),(1608!786),(1286!1179),(1085!399),(380!830),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,(1645!299),(166!458),(383!481),(1608!786),(1288!1180),(1085!399),(380!829),,,(1195!104),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,(1646!299),(169!459),(383!481),(1608!786),,(1085!399),(380!829),,,(1194!104),,(1049!188),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,(1646!299),(168!458),(383!481),(1608!786),(1289!1180),(1085!399),(380!829),,,(1198!106),,(1049!188),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,(1646!298),(168!459),(383!481),(1608!786),(1289!1180),(1085!399),(380!829),,,(1199!107),,(1049!188),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,(1646!298),(168!458),(383!481),(1608!786),(1289!1180),(1085!399),(380!829),,,(1201!108),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,(1646!298),(168!458),(384!480),(1608!786),(1289!1180),(1085!399),(380!829),(258!1158),,(1203!110),,(1050!188),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,(1646!298),(166!457),,(1608!786),(1290!1181),(1085!399),(380!829),,,(1205!111),,(1050!188),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,(1646!298),(167!458),(384!480),(1608!785),(1290!1180),(1085!399),(380!829),(258!1159),,(1207!113),,(1049!188),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,(1645!299),(167!458),(384!480),(1608!786),(1290!1180),(1085!399),(380!828),(258!1158),,(1209!114),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,(1645!299),(167!458),(384!480),(1608!786),(1289!1181),(1085!399),(380!828),,,,,(1049!188),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,(1645!299),,(384!480),(1608!786),(1290!1181),(1085!399),(380!828),,,(1211!117),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,(1645!298),(164!457),(384!480),(1608!786),(1290!1181),(1085!399),(380!828),,,(1214!119),,(1049!188),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,(1645!298),(164!457),,(1608!786),(1290!1181),(1085!399),,,,(1217!121),,(1049!188),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,(1645!298),,(384!481),(1608!786),(1290!1181),(1085!399),(380!829),,,(1220!122),,(1049!188),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,(1645!298),(167!459),(384!481),(1609!786),(1290!1181),(1085!400),(380!829),,,,,(1049!188),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,(1645!299),(164!457),(384!480),(1609!786),(1291!1181),(1085!399),(380!829),,,(1225!124),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,(1645!299),(167!458),(383!481),(1609!786),(1292!1182),(1085!399),(380!829),,,(1226!124),,(1049!188),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,(1645!299),(168!458),(383!480),(1609!786),(1293!1182),(1085!399),(380!829),,,(1228!124),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,(1645!299),(168!458),(383!481),(1609!786),(1294!1183),(1085!399),(380!829),,,(1230!125),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,(1645!299),(167!459),(384!480),(1608!785),(1296!1183),(1085!399),(380!829),,,(1232!126),,(1049!188),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,(1645!298),(167!459),(384!480),(1608!786),(1297!1184),(1085!399),(380!829),,,(1235!127),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,(1645!299),(168!459),(383!480),(1608!785),(1298!1185),(1085!399),(380!829),,,(1238!129),(289!104),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,(1645!299),(167!459),(383!481),(1608!786),(1299!1185),(1085!399),(380!830),,,(1239!130),(289!104),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,(1645!298),(169!460),(383!481),(1608!786),(1300!1185),(1085!399),(380!829),,,(1240!131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,(1645!298),(168!459),(383!480),(1608!786),(1300!1185),(1085!399),(380!829),,,(1242!132),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,(1645!299),(168!459),(383!480),(1608!786),(1301!1185),(1085!399),(380!829),,,(1244!132),,(1049!188),,,(1509!112),,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,(1645!298),(167!459),(384!480),(1608!786),(1302!1186),(1085!399),(380!829),,,,,(1049!188),,,(1509!111),,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,(1645!298),(169!459),(384!481),(1608!786),(1302!1186),(1085!399),(382!829),,,(1249!134),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,(1645!298),(168!459),(384!481),(1608!786),(1303!1186),(1085!399),(380!829),,,(1250!135),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,(1645!298),(168!459),(384!480),(1609!786),(1303!1186),(1085!399),(380!829),,,(1252!136),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,(1645!298),(168!459),(384!480),(1609!786),(1303!1186),(1085!399),(380!829),,,(1253!136),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,(1645!298),(169!458),(384!480),(1609!786),,(1085!399),(381!829),,,(1256!136),(289!104),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,(1645!298),(169!458),(384!480),(1609!786),,(1085!399),(380!829),(257!1156),,(1258!137),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,(1644!299),(168!459),(384!481),(1608!786),(1303!1186),(1085!399),(380!829),,,(1259!139),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,(1644!298),(168!459),(384!481),(1608!785),(1304!1186),(1085!399),(380!829),,,(1258!139),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,(1644!299),(168!459),(384!481),(1609!786),(1304!1186),(1086!400),(380!829),,,(1260!139),,(1049!188),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,(1644!299),(166!458),(384!481),(1609!786),(1304!1186),(1085!399),(380!830),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,(1644!299),(166!459),(384!480),(1609!786),(1304!1186),(1086!401),,,,(1262!142),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,(1644!299),(168!459),(384!481),(1609!786),,(1085!400),(380!830),,,(1265!144),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,(1644!299),(166!459),(384!481),(1609!786),(1304!1186),(1085!400),(380!829),,,(1264!144),,(1049!188),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,(1644!299),(167!459),(384!481),(1609!785),,(1085!401),(380!829),,,(1267!146),,(1049!188),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,(1644!299),(165!458),(384!481),(1609!785),(1304!1186),(1085!399),(380!829),,,(1269!148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,(1645!299),(167!458),(384!481),(1609!785),(1304!1186),(1085!398),(381!829),,,(1271!148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,(1645!298),(166!458),(384!481),(1609!785),(1305!1186),(1085!398),(381!828),,,(1270!147),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,(1645!298),(167!459),(385!480),(1610!784),(1305!1186),(1086!398),(381!828),,,(1270!147),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,(1645!298),(167!458),(385!481),(1610!784),(1305!1186),(1086!397),(381!828),,,(1272!149),,(1049!188),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,(1645!298),(168!459),(384!481),(1609!784),(1305!1186),(1085!397),(381!828),,,(1271!149),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,(1645!299),(165!458),(383!482),(1609!785),(1305!1186),(1084!396),(381!828),,,(1271!149),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,(1644!299),(169!460),,(1609!785),(1305!1186),(1084!396),(381!829),,,(1270!149),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,(1644!299),(165!459),(384!482),(1610!785),(1305!1186),(1084!398),(381!829),,,(1271!150),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,(1644!299),,(384!483),(1610!785),(1305!1186),(1084!396),(382!828),,,(1271!150),,,,,(1495!103),,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,(1644!300),(166!459),(383!483),(1610!785),(1304!1186),,(382!829),(253!1152),,(1271!150),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,(1644!300),(167!458),(382!484),(1609!786),(1303!1186),(1085!395),(382!828),(253!1152),,(1270!150),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,(1644!300),(164!456),(382!483),(1609!786),(1303!1186),,(382!828),(253!1152),,(1271!150),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,(1644!300),(168!457),,(1608!786),(1303!1186),(1085!395),(382!827),,,(1271!150),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,(1644!299),(170!457),(380!485),(1607!787),(1303!1186),(1085!395),(382!827),,,(1270!150),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,(1644!299),(170!457),(381!483),(1607!786),(1303!1186),,(382!826),,,(1270!150),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,(1645!299),(168!457),(381!485),(1607!786),(1303!1186),(1085!394),(382!826),(253!1152),,(1270!150),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,(1644!300),(169!458),(383!485),,(1304!1186),,(383!825),,,(1270!150),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,(1644!300),(167!457),(381!485),,(1304!1185),(1085!393),(383!825),,,(1270!150),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,(1644!300),(167!457),(381!485),(1606!786),(1304!1185),(1084!393),(383!825),,,(1270!150),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,(1644!300),(168!457),(380!487),,(1304!1186),(1084!393),(382!825),,,(1269!151),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,(1644!300),(167!457),(382!485),,(1304!1185),(1083!393),(383!825),,,(1270!151),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,(1644!300),(168!457),(382!485),,(1304!1186),(1083!394),(383!826),,,(1270!153),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,(1644!300),(168!457),(382!485),(1605!786),(1304!1186),,(382!826),,,(1270!154),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,(1644!300),(168!456),(382!485),(1605!786),(1304!1186),,(382!826),,,(1270!154),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,(1645!300),(170!456),(382!485),(1605!787),(1305!1186),,(382!826),,,(1270!155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,(1645!300),(171!457),(382!485),(1605!787),(1305!1185),(1083!393),(382!826),,,(1271!154),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,(1645!300),(172!457),(382!485),(1605!787),(1306!1185),(1084!393),(382!826),,,(1270!155),,(1046!185),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,(1644!300),(172!457),(382!485),,(1307!1184),(1084!393),(382!826),,,,,,(558!859),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,(1645!299),(174!457),(382!484),,(1307!1183),(1084!393),(383!826),,,(1271!155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,(1644!299),(175!457),(382!486),(1605!788),,(1084!393),(384!825),,,(1270!155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,(1644!300),(175!457),(382!485),(1605!788),(1310!1180),(1084!393),(384!824),,,(1270!155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,(1644!300),(176!457),(381!486),(1605!788),(1312!1179),(1084!393),(385!824),,,(1270!155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,(1643!300),(176!458),(381!486),(1605!788),(1314!1177),(1085!393),(386!823),,,(1270!155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,(1642!300),(173!458),(382!484),(1604!788),(1316!1176),(1085!393),(386!823),(254!1151),,(1270!155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,(1641!300),(176!458),(382!484),(1604!788),(1318!1176),(1085!394),(386!823),(255!1151),,(1270!155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,(1642!300),(176!459),(382!486),,(1320!1176),(1085!394),(387!823),,,(1269!155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,(1642!301),(175!460),(381!486),,,(1085!393),(387!823),,,(1269!156),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,(1642!301),(176!460),(382!484),(1604!788),,(1086!394),(387!823),,,(1269!155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,(1642!301),(177!460),(382!484),(1604!789),,(1086!394),(388!823),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,(1642!302),(176!461),(382!484),(1604!789),,(1086!394),(388!823),,,(1269!155),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,(1644!302),(177!460),(382!484),(1604!790),,(1087!394),(388!823),(256!1150),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,(1644!302),(176!460),(382!485),(1604!789),,(1087!395),(388!823),(256!1150),,(1269!155),,,,,(1503!107),,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,(1643!302),(177!460),(383!485),(1604!789),(1331!1173),(1088!394),(388!823),(256!1150),,(1269!156),,,,,(1503!107),,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,(1643!303),(176!459),(382!485),(1604!789),(1333!1172),(1088!394),(389!823),(256!1150),,(1269!155),,,,,(1502!107),,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,(1643!303),(177!459),(380!487),,(1335!1171),(1088!394),(389!822),(256!1150),,(1269!155),,,,,(1502!108),,,,,,,,,,,,,,,,,,,,,,,,,,,,
