frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_11,ID_12,ID_13,ID_14,ID_15,ID_16,ID_17,ID_18,ID_19,ID_20,ID_21,ID_22,ID_23,ID_24,ID_25,ID_26,ID_27,ID_28,ID_29,ID_30,ID_31,ID_32,ID_33,ID_35,ID_36,ID_37,ID_38,ID_39
113,(1366!436),(354!498),(691!509),(321!912),(1196!596),,(383!777),(1255!929),(331!1447),(1087!1826),(294!1543),(1018!1643),(567!1797),(662!1801),(1237!1894),(609!1966),,,,(366!2035),,,,,,,,,,,,,,,,,,,
114,(1366!436),(354!498),(690!507),(321!916),(1196!596),,(383!776),(1257!928),(330!1452),(1083!1825),(294!1543),(1018!1643),(564!1796),(660!1801),(1237!1894),(608!1966),,,,(369!2034),,,,,,,,,,,,,,,,,,,
115,(1366!436),(354!498),(689!503),(321!919),(1196!596),(1195!402),(383!776),(1258!926),(330!1455),(1078!1826),(294!1543),(1018!1643),(561!1795),(657!1800),(1237!1893),(608!1965),,,,(372!2035),,,,,,,,,,,,,,,,,,,
116,(1366!436),(355!498),(689!503),(321!922),(1196!596),,(383!782),(1259!925),(331!1458),(1073!1826),(295!1543),(1018!1643),(557!1795),(653!1800),(1237!1893),(608!1966),,,,(375!2034),,,(99!899),,,,,,,,,,,,,,,,
117,(1365!436),(354!498),(689!499),(321!925),(1196!596),(1196!400),(384!777),(1260!922),(331!1460),(1068!1826),(295!1543),(1018!1642),(555!1795),(650!1801),(1237!1893),(609!1965),,,,(375!2036),,,,,,,,,,,,,,,,,,,
118,(1365!436),(354!498),(687!499),(323!930),(1196!596),,(383!776),(1261!921),(330!1464),(1064!1826),(294!1543),(1018!1643),(553!1793),(648!1801),(1237!1893),(609!1965),,,,(376!2037),,,,,,,,,,,,,,,,,,,
119,(1364!435),(354!498),(685!495),(322!933),(1196!594),,(384!776),(1263!919),(329!1468),(1059!1827),(294!1543),(1018!1642),(549!1793),(644!1800),(1237!1893),(608!1965),,,,(378!2038),,,,,,,,,,,,,,,,,,,
120,(1365!435),(352!498),(684!493),(322!936),(1196!595),,(383!781),(1265!917),(328!1471),(1053!1827),(293!1543),(1017!1642),(546!1792),(642!1800),(1236!1894),(607!1965),,,,(380!2038),,,,,,,,,,,,,,,,,,,
121,(1364!436),(353!498),(682!491),(319!939),(1196!595),,(382!776),(1266!916),(327!1474),(1048!1826),(293!1543),(1017!1643),(542!1791),(639!1801),(1236!1894),(607!1965),,,,(381!2039),(98!1726),,(104!904),,,,,,,,,,,,,,,,
122,(1365!436),(353!498),(681!489),(319!943),(1196!595),,(382!776),(1267!915),(327!1478),(1045!1827),(293!1543),(1017!1642),(539!1794),(637!1801),(1236!1894),(607!1965),,,,(381!2040),,,,,,,,,,,,,,,,,,,
123,(1365!436),(353!498),(679!487),(318!946),(1196!595),(1192!401),(383!776),(1269!915),(325!1483),(1040!1828),(293!1543),(1017!1643),(538!1794),(636!1801),(1237!1894),(607!1965),,(104!854),,(382!2040),,,,,,,,,,,,,,,,,,,
124,(1364!436),(353!498),(678!484),(317!951),(1196!595),(1072!483),(382!776),(1273!911),(325!1487),(1034!1828),(292!1543),(1017!1642),(534!1794),(637!1800),(1236!1894),(607!1965),,(104!874),,(386!2043),(98!1727),,,,,,,,,,,,,,,,,,
125,(1364!436),(353!498),(675!481),(313!952),(1196!595),(1069!483),(383!776),(1274!910),(325!1489),(1030!1828),(294!1543),(1017!1643),(533!1793),(633!1801),(1237!1894),(607!1964),,,,(388!2043),,,,,,,,,,,,,,,,,,,
126,(1364!436),(354!498),(676!478),(313!955),(1196!595),(1065!482),(383!777),(1276!908),(325!1493),(1025!1828),(293!1543),(1018!1643),(530!1793),(631!1801),(1237!1894),(608!1964),,,,(388!2041),,,,,,,,,,,,,,,,,,,
127,(1365!436),(354!498),(676!475),(311!960),(1196!596),(1061!482),(383!777),(1280!905),(325!1496),(1020!1828),(293!1543),(1018!1643),(527!1792),(629!1801),(1237!1894),(608!1964),,,,(388!2044),,,,,,,,,,,,,,,,,,,
128,(1365!436),(353!498),(674!473),(310!964),(1197!596),(1058!480),(383!777),(1282!901),(324!1500),(1015!1828),(294!1543),(1018!1643),(524!1791),(628!1802),(1237!1894),(608!1964),,,,(391!2042),,,,,,,,,,,,,,,,,,,
129,(1364!436),(353!498),(672!470),(310!968),(1197!596),(1057!480),(383!776),(1284!898),(323!1504),(1011!1826),(294!1543),(1018!1643),(522!1791),(629!1801),(1237!1894),(608!1964),,,(109!675),(393!2040),(104!1746),,,,,,,,,,,,,,,,,,
130,(1363!436),(353!498),(670!469),(307!970),(1197!597),(1054!478),(383!776),(1286!896),(324!1507),(1007!1824),(294!1543),(1018!1643),(519!1789),(624!1802),(1237!1894),(608!1965),,,(104!865),(392!2041),(104!1748),,,,,,,,,,,,,,,,,,
131,(1366!437),(353!498),,(306!972),(1197!595),(1052!477),(383!776),(1289!893),(321!1509),(1002!1821),(294!1543),(1018!1642),(517!1789),(625!1801),(1237!1893),(608!1964),,,,(395!2038),,,,,,,,,,,,,,,,,,,
132,(1364!435),(353!498),(667!462),(304!975),(1196!595),(1046!473),(383!776),(1291!891),(319!1514),(996!1820),(294!1543),(1018!1642),(513!1788),(622!1801),(1236!1893),(608!1964),(108!684),,,(394!2040),,,,,,,,,,,,,,,,,,,
133,(1364!435),(354!498),(663!459),(302!977),(1196!596),(1043!471),(383!777),(1293!889),(318!1518),(992!1819),(294!1543),(1017!1643),(509!1787),(619!1800),(1236!1893),(607!1966),,,,(396!2039),(98!1745),,,,,,,,,,,,,,,,,,
134,(1363!435),(352!498),(663!457),(299!979),(1196!595),(1041!470),(382!777),(1295!887),(318!1521),(987!1816),(293!1543),(1017!1642),(506!1787),(618!1800),(1236!1894),(607!1965),,,,(398!2037),,,,,,,,,,,,,,,,,,,
135,(1362!436),(353!498),(660!454),(295!981),(1196!595),(1039!469),(382!777),(1297!886),(317!1524),(981!1815),(293!1543),(1017!1642),(504!1786),(618!1800),(1236!1894),(608!1965),,,,(399!2037),,,,,,,,,,,,,,,,,,,
136,(1363!435),(353!498),(659!452),(293!983),(1196!595),(1040!469),(382!776),(1300!885),(317!1527),(977!1813),(293!1543),(1017!1643),(501!1786),(613!1799),(1236!1894),(607!1965),,,,(399!2039),,,,,,,,,,,,,,,,,,,
137,(1364!435),(353!498),(658!450),(290!986),(1196!595),(1038!468),(382!777),(1301!881),(315!1530),(974!1811),(294!1543),(1017!1642),(498!1785),(612!1799),(1236!1894),(607!1965),,,,(400!2039),,,,,,,,,,,,,,,,,,,
138,(1362!435),(353!498),(659!448),(289!988),(1196!596),(1036!468),(383!777),(1303!881),(301!1537),(970!1811),,(1017!1642),(495!1785),(611!1800),(1236!1895),(608!1965),(107!678),,,(402!2040),(99!1730),,,,,,,,,,,,,,,,,,
139,(1365!435),(354!498),(659!449),(287!990),(1196!596),(1035!469),(383!777),(1304!879),(301!1539),(965!1809),,(1017!1642),(492!1783),(609!1797),(1236!1894),(607!1965),(102!894),,,(404!2040),,,,,,,,,,,,,,,,,,,
140,(1363!436),(354!498),(659!446),(286!992),(1197!596),,(383!777),(1307!876),(301!1542),(960!1809),,(1018!1642),(490!1783),(608!1798),(1237!1894),(608!1965),,,,(406!2040),,,,,,,,,,,,,,,,,,,
141,(1364!436),(354!498),(658!446),(284!993),(1197!595),,(383!777),(1309!874),(301!1545),(957!1808),,(1018!1642),(486!1782),(607!1796),(1238!1895),(608!1965),,,,(410!2040),,,,,,,,,,,,,,,,,,,
142,(1364!435),(355!498),(658!444),(282!995),(1197!596),,(383!777),(1311!873),(300!1548),(951!1806),,(1018!1643),(483!1780),(605!1796),(1238!1895),(609!1965),,,,(409!2040),,,,,,,,,,,,,,,,,,,
143,(1365!435),(355!498),(658!445),(282!997),(1197!596),,(383!777),(1313!871),(299!1550),(945!1804),,(1018!1642),(480!1777),(603!1794),(1238!1895),(609!1965),,,,(411!2038),,,,,,,,,,,,,,,,,,,
144,(1364!436),(354!498),(655!438),(279!998),(1196!596),,(383!776),(1315!869),(299!1551),(1018!1642),,,(476!1777),(601!1792),(1238!1895),(608!1965),,,,(413!2037),,,,,,,,,,,,,,,,,,,
145,(1364!436),(354!498),(657!440),(276!1000),(1196!597),,(383!776),(1317!868),,(1017!1642),,(937!1799),(473!1776),(599!1791),(1238!1895),(608!1965),,,(104!861),(413!2038),,,,,,,,,,,,,,,,,,,
146,(1365!437),(353!498),(654!435),(272!1001),(1196!596),(1030!467),(382!776),(1318!867),(297!1554),(1017!1642),,(932!1795),(470!1774),(597!1791),(1237!1895),(608!1965),,,,(414!2037),(98!1744),,,,,,,,,,,,,,,,,,
147,(1365!436),(353!498),(655!437),(268!1003),(1195!596),(1030!467),(382!776),(1318!868),,(1016!1642),,(927!1792),(466!1773),(594!1790),(1237!1895),(608!1965),,,,(415!2038),,,,,,,,,,,,,,,,,,,
148,(1364!435),(352!498),(655!437),(265!1004),(1196!596),,(382!776),(1321!866),,(1016!1643),,(923!1788),(464!1772),(592!1788),(1237!1895),(607!1965),,,,(417!2041),,,,,,,,,,,,,,,,,,,
149,(1363!435),(353!497),(653!431),(263!1005),(1195!596),,(381!776),(1323!864),,(1016!1643),,(921!1787),(460!1770),(591!1788),(1237!1895),(607!1965),,,(103!852),(419!2041),,,,,,,,,,,,,,,,,,,
150,(1363!435),(352!498),(654!434),(262!1006),(1195!596),,(382!777),(1326!860),(299!1577),(1016!1642),(291!1543),(918!1782),(456!1768),(590!1787),(1237!1895),(607!1965),,,,(422!2038),,,,,,,,,,,,,,,,,,,
151,(1363!435),(353!498),(654!433),(260!1006),(1195!597),,(382!775),(1324!861),(297!1581),(1016!1643),(291!1543),(914!1780),(456!1767),(589!1786),(1237!1895),(607!1965),,,,(424!2040),,,,,,,,,,,,,,,,,,,
152,(1364!435),(353!498),(651!428),(259!1005),(1196!596),,(382!776),(1328!859),(295!1586),(1017!1642),(292!1543),(912!1776),(454!1766),(589!1787),(1237!1895),(608!1965),,,,(426!2040),,(98!1721),,,,,,,,,,,,,,,,,
153,(1366!436),(353!498),(652!430),(258!1005),(1196!596),,(382!776),(1328!858),(295!1588),(1017!1643),(292!1542),(909!1773),(452!1765),(586!1785),(1237!1895),(608!1965),,,,(427!2041),,(99!1733),,,,,,,,,,,,,,,,,
154,(1363!435),(354!498),(650!425),(255!1005),(1197!596),,(383!777),(1332!853),(295!1590),(1018!1643),(292!1542),(907!1771),(450!1763),(583!1784),(1238!1895),(608!1965),,,(104!867),(428!2040),,,,,,,,,,,,,,,,,,,
155,(1362!435),(354!498),(649!424),(252!1004),(1197!596),,(383!776),(1334!851),(294!1593),(1018!1643),(292!1542),(909!1773),(447!1762),(584!1782),(1238!1895),(608!1965),,(104!860),(97!894),(429!2042),(98!1744),,,,,,,,,,,,,,,,,,
156,(1364!435),(353!498),(650!427),(250!1004),(1197!596),,(383!777),(1336!849),(292!1598),(1018!1643),(292!1543),(899!1763),(444!1761),(579!1781),(1238!1896),(608!1965),,,(98!890),(430!2043),,,,,,,,,,,,,,,,,,,
157,(1364!435),(353!498),(647!424),(247!1003),(1197!596),,(383!777),(1337!848),(289!1602),(1019!1643),(291!1542),(897!1760),(442!1760),(577!1781),(1238!1896),(608!1965),,,,(430!2043),,,,,,,,,,,,,,,,,,,
158,(1364!435),(354!498),(648!425),(243!1002),(1197!595),(1030!467),(383!776),(1338!847),(288!1604),(1018!1643),(292!1542),(895!1758),(440!1759),(575!1779),(1238!1895),(608!1965),,,,(431!2040),,,,,,,,,,,,,,,,,,,
159,(1364!435),(353!498),(645!422),(239!1001),(1197!595),,(383!777),(1340!845),(287!1606),(1017!1643),(292!1542),(892!1757),(436!1759),(571!1778),(1238!1896),(608!1964),,,,(431!2043),,,,,,,,,,,,,,,,,,,
160,(1363!435),(353!498),(643!420),(237!1001),(1197!595),,(382!777),(1341!844),(284!1611),(1017!1643),(291!1542),(889!1755),(433!1758),(568!1777),(1238!1896),(608!1965),,,,(432!2044),,,,,,,,,,,,,,,,,,,
161,(1363!434),(353!498),(642!418),(234!1001),(1197!595),(1029!467),(382!777),(1339!845),(282!1615),(1017!1643),(291!1542),(886!1752),(431!1757),(566!1775),(1238!1896),(607!1965),,,,(432!2040),,,,,,,,,,,,,,,,,,,
162,(1363!435),(352!498),(641!417),(232!1001),(1196!595),,(375!773),(1344!840),(280!1618),(1018!1643),(291!1543),(884!1751),(428!1756),(565!1774),(1237!1895),(608!1965),(101!893),,,,,,,,,,,,,,,,,,,,,,
163,(1363!435),(352!498),(642!419),(230!1000),(1196!595),,(382!776),(1345!839),(280!1620),(1018!1643),(291!1543),(880!1748),(425!1755),(563!1772),(1237!1896),(608!1965),(101!893),,,(431!2046),,,,,,,,,,,,,,,,,,,
164,(1364!434),(353!498),(642!419),(229!1001),(1196!595),,(382!777),(1346!836),(278!1624),(1017!1643),(290!1542),(876!1747),(423!1754),(559!1771),(1238!1895),(608!1965),,,,(434!2044),,,,,,,,,,,,,,,,,,,
165,(1364!434),(353!499),(642!417),(227!1000),(1196!596),(1024!467),(383!777),(1344!837),(277!1628),(1018!1644),(292!1542),(872!1743),(421!1752),(557!1770),(1238!1895),(608!1965),,,,(432!2044),,,,,,,,,,,,,,,,,,,
166,(1366!435),(353!498),(642!417),(225!999),(1197!596),(1023!466),(383!777),(1349!831),(276!1631),(1018!1644),(292!1542),(870!1741),(419!1752),(555!1769),(1239!1895),(609!1965),,,,(433!2044),,,,,,,,,,,,,,,,,,,
167,(1365!435),(353!496),(642!416),(223!999),(1197!596),,(384!778),(1350!830),(275!1634),(1018!1644),(292!1543),(866!1741),(417!1753),(553!1767),(1238!1896),(609!1965),,,,(436!2043),,,,,,,,,,,,,,,,,,,
168,(1366!435),(353!498),(640!416),(221!999),(1197!596),,(383!778),(1351!827),(275!1638),(1019!1644),(292!1543),(862!1742),(416!1753),(552!1765),(1238!1896),(609!1965),,,,(437!2043),,,,,,,,,,,,,,,,,,,
169,(1364!434),(354!498),(640!412),(219!999),(1197!596),,(384!778),(1352!825),(274!1641),(1019!1643),(292!1543),(858!1740),(414!1751),(551!1764),(1239!1896),(608!1965),,,,(435!2046),,,,,,,,,,,,,,,,,,,
170,(1365!435),(354!499),(640!412),(215!999),(1197!596),,(383!778),(1349!827),(273!1645),(1019!1644),(293!1543),(854!1740),(411!1751),(547!1763),(1239!1896),(609!1965),,,,(438!2043),,,,,,,,,,,,,,,,,,,
171,(1364!434),(354!499),(640!411),(212!999),(1197!596),(1024!467),(383!777),(1352!821),(272!1648),(1019!1644),(292!1543),(851!1740),(408!1749),(546!1763),(1239!1896),(609!1965),,,(102!887),(438!2044),,,,,,,,,,,,,,,,,,,
172,(1366!435),(354!498),(640!410),(209!999),(1197!596),,(383!777),(1352!820),(271!1651),(1019!1644),(292!1543),(846!1739),(406!1749),(541!1762),(1238!1896),(608!1964),,,,(438!2043),,,,,,,,,,,,,,,,,,,
173,(1366!435),(353!498),(639!410),(206!1000),(1196!596),(1030!467),(384!777),(1352!818),(269!1652),(1019!1644),(292!1543),(842!1740),(403!1748),(539!1762),(1238!1896),(608!1964),(97!894),,,(436!2043),,,,,,,,,,,,,,,,,,,
174,(1366!436),(353!499),(640!413),(204!1002),(1196!597),,(384!777),(1351!816),(269!1655),(1018!1644),(292!1543),(838!1742),(400!1747),(536!1761),(1237!1896),(607!1964),(98!906),,,(438!2043),,,,,,,,,,,,,,,,,,,
175,(1364!434),(353!498),(640!412),(201!1002),(1196!596),,(383!777),(1351!813),(268!1660),(1018!1644),(292!1542),(835!1742),(398!1747),(534!1761),(1238!1896),(608!1964),,,,(438!2042),,,,,,,,,,,,,,,,,,,
176,(1366!435),(353!498),(638!412),(198!1003),(1196!596),,(383!777),(1351!810),(265!1664),(1018!1644),(292!1542),(832!1745),(395!1745),(531!1761),(1238!1896),(607!1964),,,,(438!2042),,,,,,,,,,,,,,,,,,,
177,(1366!436),(353!498),(638!409),(198!1003),(1196!595),(1029!466),(383!777),(1349!811),(266!1666),(1018!1644),(292!1543),(829!1747),(392!1743),(528!1760),(1237!1896),(607!1964),,,,(438!2042),,,,,,,,,,,,,,,,,,,
178,(1366!435),(353!498),(639!414),(196!1003),(1196!595),,(384!777),(1350!804),(266!1668),(1018!1643),(292!1543),(827!1749),(390!1741),(527!1760),(1238!1895),(607!1964),(98!918),,,(437!2043),,(101!1740),,,,,,,,,,,,,,,,,
179,(1366!435),(353!498),(638!411),(195!1004),(1197!596),,(384!777),(1351!801),(264!1672),(1018!1643),(293!1543),(826!1750),(388!1740),(524!1758),(1238!1895),(607!1964),(97!918),,(110!884),(437!2043),,,,,,,,,,,,,,,,,,,
180,(1366!436),(353!499),(640!413),(196!1005),(1197!596),(1030!467),(384!777),(1351!799),(264!1675),(1019!1643),(293!1543),(822!1751),(384!1740),(523!1758),(1238!1896),(608!1964),,,,(438!2044),,,,,,,,,,,,,,,,,,,
181,(1364!435),(354!499),(639!412),(197!1006),(1197!596),,(385!777),(1351!797),(264!1678),(1019!1643),(293!1543),(820!1754),(384!1739),(524!1758),(1239!1896),(608!1964),,,,(440!2042),,,,,,,,,,,,,,,,,,,
182,(1366!435),(354!499),(639!413),(197!1008),(1198!597),,(385!777),(1351!796),(265!1681),(1019!1643),(293!1543),(816!1755),(380!1738),(519!1758),(1238!1895),(608!1964),,,,(439!2041),,,,,,,,,,,,,,,,,,,
183,(1364!435),(354!499),(640!413),(198!1009),(1197!597),(1024!467),(385!777),(1349!794),(264!1685),(1018!1643),(293!1543),(814!1757),(378!1736),(517!1758),(1238!1895),(608!1964),,,,(441!2041),,,,,,,,,,,,,,,,,,,
184,(1365!435),(354!498),(640!413),(201!1010),(1197!597),,(385!777),(1350!791),(265!1687),(1018!1643),(293!1543),(812!1758),(376!1735),(514!1756),(1238!1895),(608!1964),,,(109!891),(439!2040),,,,,,,,,,,,,,,,,,,
185,(1365!434),(353!499),(639!413),(201!1012),(1197!596),,(385!776),(1349!788),(262!1691),(1018!1642),(294!1542),(807!1760),(373!1733),(511!1755),(1238!1895),(608!1964),,,,(438!2040),,,,,,,,,,,,,,,,,,,
186,(1366!434),(353!498),(639!413),(201!1013),(1196!596),(1023!467),(384!777),(1347!785),(262!1695),(1018!1642),(293!1542),(803!1763),(369!1732),(508!1755),(1238!1895),(607!1965),,,,(440!2039),,,,,,,,,,,,,,,,,,,
187,(1365!434),(353!498),(638!412),(201!1015),(1196!596),,(384!777),(1345!786),(262!1697),(1017!1643),(293!1542),(799!1765),(366!1730),(508!1754),(1238!1895),(608!1964),,,(110!881),(439!2039),,,,,,,,,,,,,,,,,,,
188,(1364!434),(352!498),(639!411),(199!1019),(1196!597),,(385!776),(1345!780),(261!1700),(1017!1643),(293!1543),(795!1766),(364!1728),(503!1752),(1238!1895),(607!1964),,,,(441!2038),,,,,,,,,,,,,,,,,,,
189,(1364!434),(353!498),(639!411),(199!1022),(1196!596),(1023!466),(385!776),(1345!777),(260!1704),(1017!1643),(293!1542),(790!1768),(362!1727),(501!1752),(1237!1895),(607!1964),,,,(439!2037),,(98!1736),,,,,,,,,,,,,,,,,
190,(1365!434),(353!498),,(199!1023),(1196!597),(1023!467),(384!777),(1343!774),(261!1707),(1017!1642),(293!1541),(792!1769),(359!1726),(498!1749),(1237!1895),(608!1963),,,,(442!2036),,,,,,,,,,,,,,,,,,,
191,(1365!434),(353!498),(640!411),(199!1026),(1196!597),,(384!777),(1343!771),(261!1710),(1017!1642),(293!1541),(781!1774),(357!1724),(495!1748),(1238!1895),(608!1964),,,,(444!2035),,,,,,,,,,,,,,,,,,,
192,(1365!434),(354!498),,(200!1029),(1197!596),(1022!469),(384!777),(1343!768),(262!1713),(1018!1643),(294!1541),(779!1777),(354!1723),(493!1746),(1238!1895),(608!1964),,(103!857),(97!885),(444!2036),,,,,,,,,,,,,,,,,,,
193,(1365!435),(353!499),,(201!1032),(1197!597),(1019!471),(385!777),(1343!766),(263!1715),(1018!1642),(294!1541),(776!1780),(351!1722),(491!1747),(1238!1895),(609!1964),,,,(446!2036),,,,,,,,,,,,,,,,,,,
194,(1366!435),(354!499),,(201!1034),(1197!596),(1018!472),(385!777),(1343!763),(261!1720),(1018!1643),(294!1541),(772!1784),(350!1721),(490!1747),(1239!1895),(609!1965),,,,(447!2033),,,,,,,,,,,,,,,,,,,
195,(1366!435),(355!499),,(202!1036),(1197!596),(1011!473),(385!777),(1343!760),(261!1723),(1018!1643),(294!1542),(768!1787),(347!1720),(489!1746),(1238!1895),(609!1964),,,,(447!2032),,,,,,,,,,,,,,,,,,,
196,(1366!435),(355!500),,(202!1039),(1197!596),(1007!474),(385!777),(1344!757),(260!1726),(1018!1643),(294!1542),(765!1788),(344!1719),(486!1745),(1239!1896),(609!1965),,,,(447!2032),,,,,,(109!689),,,,,,,,,,,,,
197,(1366!435),(354!499),,(203!1041),(1197!596),(1004!476),(385!777),(1343!752),(265!1729),(1019!1643),(294!1542),(761!1791),(341!1717),(484!1744),(1239!1896),(608!1965),,,,(449!2030),,,,,,(108!688),,,,,,,,,,,,,
198,(1365!435),(353!499),,(203!1043),(1197!596),(999!478),(386!777),(1343!750),(262!1730),(1018!1643),(294!1542),(757!1793),(337!1716),(481!1743),(1239!1895),(608!1964),,,,(448!2031),,,(104!903),,,(109!680),,,,,,,,,,,,,
199,(1365!434),(354!499),,(203!1045),(1196!597),(993!482),(385!777),(1342!749),(262!1734),(1018!1643),(293!1542),(753!1796),(335!1716),(479!1742),(1239!1895),(609!1965),,,,(451!2029),,,(99!880),,,(108!676),,,,,,,,,,,,,
200,(1366!435),(353!499),,(202!1046),(1197!597),(988!483),(385!777),(1342!746),(264!1736),(1018!1643),(293!1542),(751!1799),(332!1715),(477!1741),(1238!1895),(608!1964),,,,(452!2028),,,,,,(105!867),,,,,,,,,,,,,
201,(1365!435),(353!499),,(201!1046),(1196!597),(984!485),(383!777),(1341!742),(263!1739),(1017!1643),(293!1542),(749!1802),(330!1715),(474!1739),(1238!1896),(608!1964),,,,(451!2029),,,,,,,,,,,,,,,,,,,
202,(1365!433),(354!499),,(200!1046),(1197!596),(980!486),(383!777),(1340!739),(266!1740),(1017!1643),(292!1541),(745!1807),(327!1715),(472!1738),(1238!1895),(608!1964),,,,(455!2026),,(109!1722),,,,,,,,,,,,,,,,,
203,(1365!434),(354!499),,(199!1046),(1197!596),(977!487),(385!777),(1339!735),(269!1744),(1017!1642),(293!1541),(741!1810),(323!1714),(470!1736),(1238!1895),(607!1965),,,,(454!2027),,(109!1722),,,,(105!864),,,,,,,,,,,,,
204,(1366!434),(354!499),,(198!1046),(1197!596),(971!487),(386!777),(1339!732),(270!1747),(1018!1643),(293!1541),(738!1813),(321!1716),(468!1737),(1238!1895),(608!1965),,,,(454!2027),,,,,,(104!858),,,,,,,,,,,,,
205,(1365!434),(354!499),(660!406),(197!1046),(1197!596),(966!489),(386!777),(1340!730),(272!1751),(1018!1643),(293!1541),(735!1815),(318!1718),(466!1737),(1238!1895),(608!1965),,,,(456!2026),,,,,,(108!680),,,,,,,,,,,,,
206,(1366!434),(354!500),,(195!1047),(1196!597),(962!489),(385!778),(1340!728),(274!1753),(1018!1643),(293!1541),(730!1818),(316!1721),(465!1736),(1239!1895),(608!1965),,,,(458!2024),,,,,,(109!674),,,,,,,,,,,,,
207,(1366!435),(354!500),(664!405),(195!1046),(1197!597),(958!490),(384!778),(1339!725),(276!1757),(1018!1643),(293!1541),(727!1822),(315!1722),(463!1735),(1239!1895),(609!1964),,,,(459!2024),,,,,,(108!674),,,,,,,,,,,,,
208,(1367!435),(355!499),(663!404),(195!1046),(1197!597),(952!490),(385!778),(1339!722),(278!1760),(1018!1643),(293!1541),(724!1825),(313!1725),(463!1736),(1239!1896),(609!1965),,,,(462!2022),,,,,,,,,,,,,,,,,,,
209,(1367!435),(354!500),(663!404),(193!1047),(1197!597),(950!490),(385!778),(1340!718),(279!1764),(1018!1643),(294!1541),(723!1827),(312!1727),(459!1735),(1239!1896),(609!1965),,,,(462!2021),,,,,,,,,,,,,,,,,,,
210,(1367!435),(355!499),,(193!1047),(1197!597),(946!491),(383!778),(1340!715),(282!1768),(1018!1643),(293!1541),(720!1831),(309!1728),(458!1735),(1239!1896),(608!1965),,,,(464!2020),,,,,,,,,,,,,,,,,,,
211,(1367!435),(355!499),,(193!1047),(1197!596),(941!493),(384!776),(1339!713),(282!1770),(1018!1643),(293!1541),(718!1832),(306!1729),(458!1735),(1239!1896),(609!1964),,,,(466!2019),,,,,,(109!672),,,,,,,,,,,,,
212,(1367!435),(355!500),,(194!1047),(1197!597),(935!493),(385!776),(1338!711),(282!1773),(1018!1643),(293!1540),(716!1833),(306!1731),(457!1735),(1239!1896),(609!1964),,,,(469!2016),,,,,,,,,,,,,,,,,,,
213,(1366!435),(354!499),,(192!1046),(1196!596),(931!494),(383!777),(1338!708),(284!1778),(1017!1643),(292!1540),(714!1834),(303!1731),(455!1734),(1238!1896),(608!1964),,,,(470!2016),,,,,,,,,,,,,,,,,,,
214,(1366!434),(354!499),(660!402),(193!1045),(1196!597),(924!495),(384!777),(1336!709),(285!1783),(1017!1643),(292!1540),(711!1836),(302!1732),(453!1734),(1238!1895),(608!1965),,,,(469!2017),,,,,,,,,,,,,,,,,,,
215,(1366!434),(353!499),,(193!1043),(1196!597),(918!494),(383!777),(1338!702),(285!1786),(1017!1643),(293!1541),(708!1838),(300!1733),(451!1733),(1238!1895),(608!1964),,,,(470!2018),,,,,,,,,,,,,,,,,,,
216,(1366!434),(354!499),,(193!1042),(1196!597),(915!496),(384!778),(1339!701),(285!1790),(1017!1643),(293!1540),(706!1839),(299!1736),(447!1733),(1238!1895),(608!1963),,,,(472!2015),,,,,,,,,,,,,,,,,,,
