frame,ID_0,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9,ID_10,ID_11,ID_12,ID_13,ID_14,ID_15,ID_16,ID_17,ID_18,ID_19,ID_20,ID_21,ID_22,ID_23,ID_24,ID_25,ID_26,ID_27,ID_28,ID_29,ID_30,ID_31,ID_32,ID_33,ID_34,ID_35,ID_36,ID_37,ID_38,ID_39,ID_40,ID_41,ID_42,ID_43,ID_44,ID_45,ID_46,ID_47,ID_49,ID_51
141,"(1267,274)",,"(969,155)",,,"(585,637)",,,"(1305,423)",,,"(1153,369)",,,,"(579,463)",,,,"(667,731)","(626,774)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,,"(975,154)",,,"(588,633)",,,"(1306,421)",,,"(1153,369)",,,,"(579,463)",,,,"(668,732)","(626,772)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,"(985,154)",,,"(591,631)","(1125,156)",,"(1309,416)",,,,,,,"(579,463)",,,,"(668,731)","(625,773)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,"(1271,281)",,"(988,151)",,,"(593,628)",,,"(1309,412)",,,,,,,"(579,463)",,,,"(668,731)","(625,773)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,,"(991,151)",,,"(596,626)",,,"(1312,404)",,,,,,,"(579,463)",,,,"(668,732)","(626,774)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,,"(994,150)",,,"(601,624)",,,"(1312,400)",,,,,,,"(579,463)",,,,"(670,730)","(626,774)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,"(1274,284)",,"(996,149)",,,"(606,623)",,,"(1312,394)",,,,,,,"(579,463)",,,,"(668,731)","(626,775)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,,"(997,147)",,,"(612,621)",,,"(1313,388)",,,,,,,"(581,463)",,,,"(668,731)","(626,774)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,"(1274,285)",,"(999,149)",,,"(617,620)",,"(1132,883)","(1313,383)",,,,"(1042,493)",,,"(583,462)",,,,"(668,731)","(625,774)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,"(1276,286)",,"(1005,148)",,,"(623,618)",,"(1136,882)","(1310,378)",,,,,,,"(584,462)",,,,"(668,731)","(626,774)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,"(1276,286)",,"(1009,146)",,,"(627,613)",,"(1139,879)","(1307,369)",,,,,,,"(584,462)",,,,"(668,730)","(626,775)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,,"(1017,143)",,,"(630,607)",,"(1143,877)","(1303,363)",,,,,,,"(585,462)",,,,"(668,730)","(625,775)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,,"(1015,148)",,,"(630,601)",,"(1145,875)","(1301,355)",,,,,,,"(586,462)",,,,"(668,732)","(626,774)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,,"(1016,144)",,,"(629,596)",,"(1146,873)","(1298,351)",,,,,,,"(588,461)",,,,"(668,731)","(625,774)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,,,"(1024,140)",,,"(629,593)",,"(1148,873)","(1293,345)",,,,,,,"(589,462)",,,,"(668,731)","(626,774)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,,,"(1027,139)",,,"(631,585)",,"(1148,871)","(1289,339)",,,,,,,"(589,462)",,,,"(668,731)","(626,775)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,,,"(1032,141)",,,"(630,582)",,"(1149,871)","(1282,334)",,,,,,,"(590,462)",,,,"(668,732)","(626,775)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,,,"(1030,144)",,,"(635,575)",,"(1151,869)","(1276,328)",,,,,,,"(590,462)",,,,"(669,730)","(626,773)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,,,"(1044,138)",,,"(636,569)",,"(1152,868)","(1270,325)",,,,,,,"(590,462)",,,,"(668,732)","(626,774)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,,,"(1045,137)",,,"(638,562)",,"(1153,866)","(1264,318)",,,,,,,"(590,462)",,,,"(668,731)","(626,774)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,,,"(1048,137)",,,"(639,557)",,"(1154,865)","(1258,314)",,,,,,,"(590,462)",,,,"(669,729)","(625,773)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,,,"(1050,136)",,,"(640,551)",,"(1155,864)","(1256,308)",,,,,,,"(590,462)",,,,"(668,731)","(625,773)","(843,917)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,,,"(1052,136)",,,"(641,548)",,"(1156,863)","(1249,300)",,,,,,,"(587,461)",,,,"(669,729)",,"(844,915)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,,,"(1053,137)",,,"(641,548)",,"(1156,863)","(1247,296)",,,,,,,"(587,460)",,,,"(670,729)",,"(850,910)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,,,"(1054,139)",,,"(641,548)",,"(1156,862)","(1246,291)",,,,,,,"(586,462)",,,,"(670,729)",,"(855,903)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,,,"(1054,141)",,,"(641,548)",,"(1156,862)","(1241,284)",,,,,,,"(585,464)",,,,"(670,729)",,"(860,897)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,,,"(1056,142)",,,"(641,548)",,"(1157,860)","(1238,279)",,,,,,,"(587,468)",,,,"(670,729)",,"(863,892)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,,,"(1060,143)",,,"(639,550)",,"(1158,860)","(1234,272)",,,,,,,"(587,469)",,,,"(670,729)",,"(867,886)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,,,"(1064,145)",,,"(642,545)",,"(1158,860)","(1231,267)",,,,,,,"(588,473)",,,,"(670,729)",,"(870,879)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,,,"(1067,147)",,,"(642,542)",,"(1158,860)","(1228,258)",,,,"(1042,493)",,,"(590,475)",,,,"(670,729)",,"(875,873)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,,,"(1071,148)",,,"(643,540)",,"(1159,859)","(1224,251)",,,,,,,"(592,478)",,,,"(670,729)",,"(876,871)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,,,"(1077,149)",,,"(644,536)",,"(1160,859)","(1222,243)",,,,,,,"(593,479)",,,,"(670,729)",,"(880,866)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,,,"(1083,151)",,,"(646,530)",,"(1162,859)","(1218,235)",,,,,,,"(595,480)",,,,"(670,730)",,"(883,863)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,,,"(1087,152)",,,"(647,526)",,"(1162,858)","(1214,231)",,,,,,,"(594,482)",,,,"(670,729)",,"(888,859)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,,,"(1091,153)",,,"(648,522)",,"(1163,856)","(1210,223)",,,,,,,"(596,484)",,,,"(670,729)",,"(893,855)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,,,"(1096,153)",,,"(649,516)",,"(1163,855)","(1203,218)",,,,"(1041,493)",,,"(596,484)",,,,"(670,729)",,"(893,854)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,,,"(1100,154)",,,"(652,511)",,"(1164,855)","(1197,211)",,,,"(1040,492)",,,"(596,487)",,,,"(669,731)",,"(894,853)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,,,"(1104,155)",,,"(657,504)",,"(1162,855)","(1195,207)",,,,"(1039,489)",,,"(597,489)",,,,"(670,729)",,"(898,851)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,,,"(1106,155)",,,"(658,498)",,"(1158,856)","(1192,204)",,,,"(1037,484)",,,"(597,490)",,,,"(670,729)",,"(904,846)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,,,"(1108,154)",,,"(659,494)",,"(1158,858)","(1188,198)",,,,"(1036,480)",,,"(597,492)",,,,"(670,729)",,"(910,843)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,,,"(1111,154)",,,"(661,491)",,"(1157,855)","(1185,194)",,,,"(1034,475)",,,"(599,500)",,,,"(670,729)",,"(914,839)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,,,"(1111,151)",,,"(662,486)",,"(1158,855)",,,,,"(1033,469)",,,"(600,505)",,,,"(670,729)",,"(922,836)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,,,"(1111,150)",,,"(665,481)",,"(1157,855)",,,,,"(1032,463)",,,"(600,508)",,,,"(670,729)",,"(927,832)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,,,"(1111,150)",,,"(667,476)",,"(1154,853)",,,,,"(1032,459)",,,"(601,513)",,,,"(670,729)",,"(934,827)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,,,,,,"(669,473)",,"(1153,850)",,,,,"(1032,456)",,,"(601,518)",,,,,,"(939,823)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,,,,,,"(669,474)",,"(1153,847)","(1156,174)",,,,"(1032,450)",,,"(602,523)",,,,,,"(940,821)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,,,,,,"(673,471)",,"(1154,845)","(1151,175)",,,,"(1034,441)",,,"(603,529)",,,,,,"(943,814)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,,,"(1110,154)",,,"(677,465)",,"(1149,839)","(1146,176)",,,,"(1034,440)",,,"(603,532)",,,,,,"(943,808)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,,,"(1111,153)",,,"(679,460)",,"(1146,833)","(1140,176)",,,,"(1035,436)",,,"(604,538)",,,,,,"(943,803)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,,,"(1111,153)",,,"(682,455)",,"(1144,826)","(1134,175)",,,,"(1035,432)",,,"(606,544)",,,,,,"(939,801)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,,,"(1115,151)",,,"(682,451)",,"(1140,816)","(1128,175)",,,,"(1034,430)",,,"(608,550)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,,,"(1111,152)",,,"(687,445)",,"(1139,811)","(1120,173)",,,,"(1035,430)",,,"(611,555)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,,,"(1111,152)",,,"(689,441)",,"(1137,804)","(1113,170)",,"(994,280)",,"(1034,430)",,,"(613,559)",,,"(999,281)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,,,"(1113,152)",,,"(691,436)",,"(1138,794)","(1106,166)",,"(1001,282)",,"(1035,430)",,,"(615,564)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,,,,,,"(690,435)",,"(1139,790)","(1101,162)",,"(995,279)",,"(1033,429)",,,"(616,567)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,,,,,,"(694,428)",,"(1139,784)","(1097,158)",,"(996,280)",,"(1033,426)",,,"(617,571)",,,,"(677,731)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,,,"(1112,152)",,,"(694,423)",,"(1143,775)","(1092,152)",,"(995,279)","(1159,361)","(1033,422)",,,"(618,573)",,,,"(678,732)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,,,"(1110,152)",,,"(694,422)",,"(1144,770)","(1086,150)",,"(995,278)","(1159,357)","(1033,419)",,,"(618,574)",,,"(1002,281)","(680,733)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,,,,,,"(694,415)",,"(1147,764)","(1080,142)",,"(995,279)","(1160,355)","(1033,416)",,,"(619,577)",,,"(1004,278)","(682,735)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,,,"(1114,153)",,,"(690,413)",,"(1149,757)","(1077,139)",,"(996,279)","(1159,354)","(1033,413)",,,"(619,578)",,,"(1004,279)","(685,738)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,,,"(1114,153)",,,"(687,406)",,"(1153,750)","(1071,134)",,"(997,277)","(1161,352)","(1033,411)",,,"(619,581)",,,"(1005,279)","(687,739)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,,,,,,"(686,404)",,"(1156,744)","(1116,154)",,"(996,276)","(1162,349)","(1034,410)",,,"(620,582)",,,"(1005,279)","(689,743)",,"(935,943)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,,,,,,"(683,398)",,"(1159,739)","(1119,153)",,"(996,278)","(1162,348)","(1034,410)",,,"(620,582)",,,"(1006,280)","(691,743)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,,,,,,"(684,396)",,"(1162,732)","(1120,155)",,"(998,278)","(1164,347)","(1034,410)",,,"(620,581)",,,"(1007,280)","(694,747)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,,,,,,"(684,394)",,"(1165,728)","(1122,156)",,"(996,279)","(1164,347)","(1033,410)",,,"(620,582)",,,"(1008,280)","(698,750)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,,,,,,"(681,392)",,"(1169,723)","(1123,155)",,"(998,277)","(1164,346)","(1033,410)",,,"(621,581)",,,"(1009,281)","(702,752)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,,,,,,"(681,389)",,"(1172,716)","(1125,156)",,"(999,277)","(1163,347)","(1032,410)",,,"(620,580)",,,"(1011,282)","(707,756)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,,,,,,"(681,388)",,"(1176,710)","(1126,157)",,"(999,276)","(1163,346)","(1033,410)",,,"(620,580)",,,"(1012,283)","(712,757)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,,,,,,"(679,384)",,"(1180,704)","(1129,157)",,"(999,277)","(1164,346)","(1033,410)",,,"(621,582)",,,"(1013,283)","(721,762)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,,,,,,"(680,386)",,"(1184,699)","(1132,159)",,"(1000,277)","(1164,346)","(1032,410)",,,"(620,581)",,,"(1014,285)","(726,766)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,,,,,,"(679,384)",,"(1188,693)","(1132,160)",,"(999,277)",,"(1031,409)",,,"(621,582)",,,"(1015,286)","(730,767)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,,,,,,"(679,384)",,"(1192,690)","(1132,159)",,"(998,277)","(1162,346)","(1030,407)",,,"(621,583)",,,"(1017,287)","(735,769)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,,,,,,"(679,384)",,"(1197,689)","(1135,162)",,"(997,276)",,"(1029,404)",,,"(621,582)",,,"(1018,289)","(741,773)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,,,,,,"(680,386)",,"(1199,688)","(1136,163)",,"(999,276)","(1162,347)","(1029,404)",,,"(621,583)",,,"(1019,291)","(743,774)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,,,,,,"(679,384)",,"(1207,683)","(1139,163)",,"(998,275)","(1162,347)","(1029,402)",,,"(621,583)",,,"(1021,291)","(749,778)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,,,,,,"(679,384)",,"(1211,680)","(1140,164)",,"(998,276)",,"(1028,400)",,,"(621,583)",,,"(1021,292)","(754,781)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,,,,,,"(679,384)",,"(1214,677)","(1139,164)",,"(997,277)","(1162,348)","(1029,398)",,,"(621,583)",,,"(1022,294)","(757,783)",,"(970,930)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,"(1337,421)",,,,,"(680,386)",,"(1219,674)","(1140,164)",,"(997,276)","(1164,346)","(1028,396)",,,"(621,581)",,,"(1023,296)","(761,786)",,"(974,928)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,"(1336,422)",,,,,"(679,384)",,"(1224,671)","(1143,166)",,"(996,277)","(1162,347)","(1027,395)",,,"(621,583)",,,"(1025,298)","(766,788)",,"(979,926)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,"(1335,422)",,,,,"(680,386)",,"(1227,667)","(1143,166)",,"(997,276)","(1162,347)","(1027,394)",,,"(621,582)",,,"(1025,299)","(769,790)",,"(981,924)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,"(1335,421)",,,,,"(679,384)",,"(1231,662)","(1143,167)",,"(998,277)","(1161,347)","(1025,392)",,,"(621,583)",,,"(1026,301)","(773,791)",,"(986,923)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,"(1333,419)",,,,,"(679,383)",,"(1236,658)","(1142,166)",,"(997,278)","(1162,347)","(1025,392)",,,"(621,583)",,,"(1029,304)","(776,793)",,"(990,919)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,"(1332,418)",,,,,"(681,386)",,"(1241,653)","(1144,166)",,"(997,277)","(1162,348)","(1027,395)",,,"(620,581)",,,"(1031,306)","(782,794)",,"(991,914)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,"(1333,418)",,,,"(577,478)","(680,386)",,"(1244,647)","(1145,167)",,"(998,278)","(1161,348)","(1026,395)",,,"(620,583)",,,"(1032,307)","(788,798)",,"(995,910)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,"(1332,414)",,,,"(577,476)","(679,384)",,"(1248,643)","(1146,167)",,"(998,276)",,"(1025,392)",,,"(620,585)",,,"(1035,310)","(793,802)",,"(1000,903)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,"(1332,410)",,,,"(578,476)","(679,384)",,"(1250,637)","(1147,168)",,"(999,275)",,"(1025,392)",,,"(620,586)",,,"(1037,313)","(798,804)",,"(998,900)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,,,,,"(578,476)","(679,385)",,"(1252,632)","(1147,168)",,"(997,276)",,"(1026,391)",,,"(621,588)",,,"(1039,315)","(803,809)",,"(1000,897)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,"(1331,404)","(563,492)",,,"(579,472)","(681,388)",,"(1253,628)","(1148,169)",,"(999,277)",,"(1027,395)",,,"(620,587)",,,"(1042,316)","(809,812)",,"(1003,893)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,"(1330,399)","(563,490)",,,"(580,471)","(679,385)",,"(1256,621)","(1150,170)",,"(997,277)",,"(1028,396)",,,"(621,588)",,,"(1043,320)","(815,815)",,"(1004,887)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,,"(564,491)",,,"(583,468)","(679,385)",,"(1258,617)","(1151,171)",,"(998,275)",,"(1029,394)",,,"(621,589)",,,"(1045,323)","(821,821)",,"(1007,880)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,,"(562,493)",,,"(584,465)","(679,385)",,"(1260,612)","(1154,173)",,"(998,276)",,"(1030,391)",,,"(621,588)",,,"(1046,326)","(827,824)",,"(1009,873)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,,"(563,491)",,,"(585,458)","(679,385)",,"(1263,606)","(1154,174)",,"(1000,276)",,"(1032,387)",,,"(621,588)",,,"(1049,332)","(834,828)",,"(1009,864)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,,"(564,491)",,,"(586,454)","(679,385)",,"(1266,600)","(1156,176)",,"(999,277)",,"(1034,385)",,,"(621,588)",,,"(1052,337)","(840,832)",,"(1009,862)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,"(1324,379)","(566,490)",,,"(585,449)","(679,385)",,"(1268,595)","(1156,176)",,"(999,276)",,"(1036,381)",,,"(622,587)",,,"(1053,342)","(844,835)",,"(1010,852)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,"(1323,379)","(564,492)",,,"(584,443)","(679,386)",,"(1270,588)","(1157,177)",,"(999,276)",,"(1036,381)",,,"(621,587)",,,"(1056,349)","(848,838)",,"(1008,846)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,"(1317,378)","(563,491)",,"(875,117)","(585,436)","(679,385)",,"(1273,582)","(1157,178)",,"(997,276)",,"(1038,376)",,,"(621,587)",,,"(1058,355)","(851,841)",,"(1006,840)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,"(1312,376)","(563,491)",,"(871,119)","(583,429)","(679,386)",,"(1275,578)","(1158,178)",,"(998,277)",,"(1039,374)",,,"(621,587)",,,"(1060,360)","(853,842)",,"(1006,838)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,"(1308,374)","(565,490)",,"(863,121)","(580,421)","(678,385)",,"(1278,572)","(1160,178)",,"(999,278)",,"(1041,373)",,,"(621,587)",,,"(1063,365)","(857,845)",,"(1003,831)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,"(1304,373)","(562,492)",,"(857,122)","(578,416)","(678,387)",,"(1282,568)","(1160,178)",,"(998,278)",,"(1041,371)",,,"(621,587)",,,"(1064,369)","(858,846)",,"(1002,827)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,"(1299,371)","(563,492)",,,"(576,410)","(673,384)",,"(1288,563)","(1159,179)",,"(998,278)",,"(1044,367)",,,"(620,585)",,,"(1065,374)","(860,848)",,"(998,820)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,"(1296,369)","(561,491)",,,"(576,405)","(670,383)",,"(1292,561)","(1160,179)",,"(999,277)",,"(1044,367)",,,"(621,587)",,,"(1067,380)","(861,850)",,"(996,811)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,"(1290,368)","(565,491)",,,"(577,397)","(668,383)",,"(1296,557)","(1160,180)",,"(998,275)",,"(1043,367)",,,"(621,587)",,,"(1067,387)","(862,850)",,"(995,807)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,"(1285,367)","(564,492)",,,"(577,389)","(664,381)",,"(1300,553)","(1163,180)",,"(997,276)","(1167,341)","(1044,369)",,,"(621,588)",,,"(1069,392)","(862,850)",,"(994,797)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,"(1282,367)","(562,492)",,,"(580,381)","(659,378)",,"(1304,549)","(1163,181)",,"(999,277)","(1167,341)","(1044,371)",,,"(621,585)",,,"(1071,398)","(862,850)",,"(996,792)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,"(1277,369)","(563,492)",,,"(581,376)","(656,375)",,"(1306,546)","(1164,183)",,"(998,275)","(1166,341)","(1046,372)",,,"(621,588)",,,"(1071,401)","(862,851)",,"(999,788)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,"(1273,372)","(566,490)",,,"(582,370)","(653,369)",,"(1309,542)","(1168,185)",,"(998,276)","(1166,343)","(1046,374)",,,"(621,587)",,,"(1071,407)","(863,851)",,"(1002,779)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,"(1269,376)","(562,493)",,,"(584,365)","(651,367)",,"(1313,537)","(1170,188)",,"(998,274)","(1167,342)","(1050,372)",,,"(621,588)",,,"(1072,412)","(863,851)",,"(1004,775)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,"(1267,378)","(564,492)",,,"(586,354)","(649,366)",,"(1317,532)","(1174,190)",,"(998,274)","(1165,343)","(1052,373)",,,"(621,588)",,,"(1073,418)","(862,850)",,"(1009,768)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,"(1265,379)","(563,491)",,,"(589,348)","(649,364)",,"(1320,526)","(1174,191)",,"(997,276)","(1166,341)","(1054,372)",,,"(621,588)",,,"(1075,423)","(869,850)",,"(1011,764)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,"(1264,381)","(563,492)",,,"(593,340)","(645,358)",,"(1323,523)","(1179,192)",,"(998,278)","(1167,341)","(1059,371)",,,"(621,588)",,,"(1075,432)",,,"(1016,755)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,"(1264,380)","(562,491)",,,"(597,336)","(644,356)",,"(1327,518)","(1182,195)",,"(999,275)",,"(1062,370)",,,"(621,589)",,,"(1077,436)","(922,900)",,"(1018,748)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,"(1264,380)","(563,492)",,,"(601,332)","(642,352)",,"(1328,515)","(1185,199)",,"(997,278)","(1165,342)","(1064,369)",,,"(621,589)",,,"(1077,442)","(923,899)",,"(1020,741)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,"(1264,380)","(563,492)",,,"(601,332)","(638,344)",,"(1332,510)","(1187,200)",,"(998,278)","(1167,341)","(1064,368)",,"(741,390)","(621,589)",,,"(1076,449)","(923,898)",,"(1021,733)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,"(1264,380)","(561,493)",,,"(602,329)","(637,337)",,"(1334,504)","(1189,201)",,"(1001,277)","(1165,343)","(1070,365)",,"(742,393)","(620,590)",,,"(1075,455)","(922,893)",,"(1022,725)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,"(1264,380)","(563,491)",,,"(605,325)","(640,330)",,"(1336,500)","(1191,203)",,"(999,276)","(1166,342)","(1074,364)",,"(743,393)","(620,590)",,,"(1077,462)","(922,889)",,"(1022,718)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,"(1264,380)","(563,491)",,,"(606,324)","(640,325)",,"(1339,497)","(1195,206)",,"(999,274)",,"(1079,364)",,"(743,394)","(621,590)",,,"(1077,467)","(922,888)",,"(1018,712)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,"(1264,380)",,,,"(607,323)","(642,320)",,"(1339,496)","(1198,207)",,"(999,277)","(1165,344)","(1082,362)",,"(743,393)","(620,589)",,,"(1077,471)","(921,887)",,"(1015,704)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,"(1264,380)","(564,491)",,,,"(644,314)",,"(1340,495)","(1203,208)",,"(1000,277)","(1166,342)","(1083,363)",,"(742,393)","(620,589)",,,"(1078,474)","(921,886)",,"(1013,699)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,"(1264,380)","(561,491)",,,,"(644,311)",,"(1339,495)","(1205,211)",,"(1001,276)","(1165,343)","(1089,360)",,"(744,393)","(620,589)",,,"(1079,477)","(921,886)",,"(1010,692)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,"(1264,380)","(563,492)",,,,"(643,310)",,"(1339,495)","(1207,213)",,"(999,277)","(1166,342)","(1089,360)",,"(742,393)","(620,588)",,,"(1078,479)","(921,886)",,"(1009,687)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,"(1264,380)","(562,491)",,,,"(644,309)",,"(1340,495)","(1208,214)",,"(1000,277)",,"(1095,357)",,"(743,393)","(621,589)",,,"(1079,485)","(921,886)",,"(1005,680)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"(1264,380)","(564,493)",,,,"(644,310)",,"(1341,494)","(1209,213)",,"(1000,276)","(1167,342)","(1098,355)",,"(744,393)","(621,589)",,,"(1079,489)","(922,886)",,"(1003,673)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,"(1264,380)","(564,493)",,,,"(645,308)",,"(1343,494)","(1211,216)",,"(999,276)","(1167,342)","(1097,356)",,"(743,393)","(620,589)",,,"(1079,493)","(921,886)",,"(1000,668)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,"(1264,380)","(563,491)",,,,"(643,310)",,"(1343,492)","(1213,218)",,"(998,276)","(1167,341)","(1098,354)",,"(743,393)","(621,589)",,,"(1079,495)","(921,886)",,"(997,661)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
